artist_name,title,release,song_id,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence,year
C.C. Adcock,What I Like (Womens),C.C. Adcock,SOQZHOG12AB0184B8E,297.63873,5,0.163,-10.56,0,0.228,180.106,4,0.109,
MxPx,Time Will Tell,The Renaissance,SOXSGQH12A8C1328B2,88.73751,9,0.388,-4.404,1,0.281,134.492,1,0.496,2001.0
Julien Clerc,Le Coeur Du Volcan,100 Chansons,SOCOOQH12A6D4F808E,174.15791,9,0.716,-6.755,0,0.641,115.756,3,0.959,
David & Steve Gordon,East Wind Drum Call,Drum Cargo - Rhythms of Wind,SOLRLAT12AB0183EE0,610.95138,11,0.137,-18.5,0,0.385,127.986,3,0.0,
Styles P,Intro,The Ghost In the Machine,SOVFUCQ12AB0185388,85.02812,6,0.36,-11.895,0,0.371,93.412,3,0.949,2002.0
M.I.K.E.,We're Here To Stay,Aquarius/Journey Of A Man/We're Here To Stay,SOPFJAT12AC468C9D8,479.81669,9,0.0,-7.383,0,0.0,136.021,4,0.0,
Harry Connick_ Jr.,Here Comes The Big Parade,She,SOPKIWR12AF72AAB2F,251.76771,0,0.466,-6.131,1,0.314,138.408,1,0.025,1994.0
Megadrums,Tschung Mori,Layers Of Time,SOSNRYZ12AC3DF7701,104.64608,1,0.491,-18.922,1,0.31,118.087,3,1.0,
Commissioned,I'm Gonna Let My Love Flow,On The Winning Side,SOZWCRH12AAF3B55D9,235.72853,8,0.317,-13.644,1,0.363,124.066,4,0.822,
Antonio Bribiesca,Una noche serena y obscura,Mexico Gran Colección Ranchera - Antonio Bribiesca,SOTYVIX12AB0188492,151.92771,0,0.328,-12.705,1,0.474,108.635,4,0.273,
Sex Machine ft. Shèna,Friday Night,Friday Night,SOORPNR12AC9072A56,418.87302,10,0.622,-4.956,0,0.558,127.996,4,0.0,2006.0
Gloria De Haven,Red Hot Pepper Pot,Gloria De Haven Sings,SONKGNH12AB017D33A,163.42159,2,0.74,-12.265,1,0.501,179.688,1,0.0,
fIREHOSE,Rhymin' Spielin',Sometimes,SOQSUHJ12A6D4F7637,122.64444,9,0.343,-15.855,1,0.276,108.489,4,0.509,1988.0
Mick Hucknall,I Love You More Than You'll Ever Know,A Tribute To A Legend,SOHZPTV12AC4686D44,406.93506,1,0.21,-10.452,0,0.388,107.398,1,0.872,
Farlow-Kirch Band,Juke Joint,Alligator Crawl,SOVAIGA12AB0184498,220.13342,2,0.319,-9.851,1,0.461,187.495,4,0.134,
Jim Chappell,In The Hills,The EarthSea Series Volume I,SOJZSIH12AB0186BB1,227.36934,0,0.594,-14.893,1,0.599,126.052,1,0.0,1994.0
Goldfish,Watch Out for The Birdsongs,Coming Home,SOQOFLM12AB01865FA,159.45098,9,0.0,-5.529,0,0.0,139.987,4,0.957,2007.0
Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII,Solomon Vol. 2,SOKTKGY12A8C13F3AD,37.48526,10,1.0,-27.239,1,0.625,110.647,1,0.619,
Busdriver featuring Abstract Rude & Ellay Khule,Map Your Psyche,Fear Of A Black Tangent,SORRETW12A58A7A840,255.63383,3,0.012,-12.09,1,0.228,114.895,4,0.804,2005.0
4Him,You Are Holy,Chapter One .. A Decade,SORJAAC12AB0184C9E,296.98567,0,0.456,-9.908,1,0.673,139.919,4,0.707,1995.0
Pitch Black,Harmonia,Expectations,SOZQJVN12AB018DC00,377.36444,0,0.097,-6.597,1,0.108,130.957,4,0.0,
Rude Boys,Heaven (LP Version),Rude Awakening,SOSYPFY12A58A7BF1D,289.95873,10,0.466,-14.544,0,0.464,97.03,4,0.991,
Charlie Byrd,It Don't Mean A Thing (If It Ain't Got That Swing),Byrd By The Sea,SOIRSKB12A8C13365C,229.32853,0,0.675,-14.048,1,0.472,109.542,1,0.015,1991.0
Dr Bombay,Girle Girle,Rice & Curry,SOOUISU12A6701FBD7,192.02567,9,0.543,-5.884,1,0.317,137.96,4,0.017,
Jim Reeves,Rosa Rio,Moonlight and Roses/The Jim Reeves Way,SOEDYHS12A8C139D4E,175.01995,11,1.0,-11.727,1,0.761,158.763,3,0.634,2000.0
Devo,The 4th Dimension (LP Version),Shout,SOAOJRS12A6D4FBDEE,264.33261,2,0.67,-10.499,1,0.525,144.801,4,1.0,1984.0
Janet Jackson,Greatest X,Discipline,SORZIBX12CF546516B,263.02649,1,0.613,-7.006,1,0.615,114.024,4,1.0,2008.0
Gordon MacRae,Soliloquy (2001 Digital Remaster),Carousel / Rodgers & Hammerstein's / Original Motion Picture Soundtrack (Expanded Edition),SOZIIMQ12A8C13700E,470.9873,5,0.2,-14.563,1,0.357,133.017,3,0.97,
Eason Chan,Xi Yang Wu Xian Hao,Eason Moving On Stage 1,SOCIBOU12AB0183541,241.44934,10,0.806,-13.294,1,0.688,81.999,4,0.456,
Sex Machine,We Wanna Change Our Band Name,Huraratelyart,SOXFQVO12AC3DF99ED,148.47955,0,0.764,-2.972,1,0.689,170.167,4,0.044,
Jackie Wilson,If I Can't Have You,Lonely Teardrops,SOEDUXP12AB0180ABF,101.77261,10,0.32,-10.283,1,0.36,161.728,4,1.0,1958.0
Isabel Pantoja,Si Tu Me Dices Ven,Diez Boleros Y Una Canción De Amor,SOHQXIF12A8C13FEAD,220.94322,7,0.337,-6.451,0,0.522,73.811,5,0.641,
Pinch,Widescreen,Underwater Dancehall,SODMUKC12AB017E2F3,288.39138,6,0.624,-10.411,0,0.563,70.047,4,1.0,
Cadet,Medley: Father_ I Adore You/More Precious Than Silver,Earth To Heaven,SOFBBQY12A6D4F67B6,267.07546,7,1.0,-5.105,1,0.845,80.721,4,0.534,
Young-Holt Unlimited,The Devil Made Me Do Dat (LP Version),Mellow Dreamin',SOLSRWZ12A6D4FA452,176.63955,2,0.77,-11.987,1,0.519,166.796,7,0.0,1970.0
The Tokens,La Bamba,Wimoweh!!! - The Best Of The Tokens,SOPXQOC12A8C13A02A,154.06975,0,0.523,-10.319,1,0.459,83.809,4,1.0,1994.0
Kanda Bongo Man,Dyna,Djessy,SOVYJHX12AB017F591,500.6624,8,0.301,-12.602,0,0.315,131.444,4,0.897,
Devanic,I Am,Mask Industries,SOSZFJT12AB0181E84,336.06485,4,0.034,-7.071,1,0.239,87.044,4,0.437,2006.0
Jack Johnson,Monsoon,Sleep Through The Static: Remixed,SOWGZFG12A8151AF41,264.82893,11,0.015,-6.892,0,0.17,142.449,4,0.435,2008.0
Harry Connick_ Jr,Joe Avery's Piece,Eleven,SOQDVVL12A8C134181,192.07791,0,0.22,-10.7,1,0.499,181.469,4,0.174,1979.0
Converge,Deep Inside,Converge EP,SOJLDJL12A81C238A0,407.03955,5,0.294,-7.49,0,0.425,152.775,4,1.0,
Astarte,Thorns of Charon (Pt. 2) - Emerge from Hades,Doomed Dark Years,SOTCZGT12A8A9D862E,419.97016,9,0.395,-4.012,0,0.296,156.15,4,0.713,1998.0
Beastie Boys,Shadrach (2009 Digital Remaster),Paul's Boutique (20th Anniversary Remastered Edition),SOCLHYJ12AB01820D4,248.13669,2,0.016,-12.173,1,0.364,100.649,4,0.891,
Los Traileros Del Norte,El Bipper,23 Aniversario,SOGPUOJ12A6D4FA654,201.03791,0,0.071,-6.005,1,0.35,111.944,4,0.0,
Imiskoubria,To Pirame,To Pirame,SOBNILM12A8C13A1EB,211.64363,2,0.434,-8.85,1,0.43,180.077,4,0.703,
The Scare,I Saw Destruction,Oozevoodoo,SODNYDT12AB0182DF5,209.71057,7,0.403,-4.745,1,0.502,110.161,4,0.292,2009.0
Massimiliano Damerini,Sonata I.X.1905: I. Preduycha (Janácek),Piano XX - Vol. 1,SOUBHVV12A8C1337EE,397.81832,3,0.447,-23.042,0,0.525,99.809,5,0.533,
Charlie Byrd,How Insensitive,Byrd & Brazil,SOIZTET12AB017EEBF,361.56036,2,0.358,-22.937,0,0.451,121.887,4,0.162,2004.0
Jeff And Sheri Easter,A Love That Keeps On Giving (Silent Witness Album Version),Silent Witness,SOKCIGV12A6D4F810B,191.99955,0,0.935,-10.301,1,0.83,101.943,3,0.976,
Juice Leskinen,Halintamyymälän aamutoimet,Taivaan kappaleita,SOFVMAQ12AB018182D,271.77751,9,0.709,-13.589,1,0.617,107.769,4,1.0,
Wet Wet Wet,Hear Me Now,Best Of,SODXFVY12A6310ECF2,242.65098,2,0.928,-7.811,1,0.854,95.465,4,0.43,2004.0
ZENFU,Großraumbrand,Zeitreise,SOLMGPP12A6D4FAB9E,226.82077,9,0.354,-6.054,0,0.149,124.887,4,0.868,
Vince Guaraldi Trio,Yesterdays,Jazz Impressions,SOFCDUZ12AB01861C6,242.9122,2,0.549,-25.924,0,0.529,92.4,3,0.253,1964.0
Shifty,EZ Cuz You're Beautiful (Album Version),Happy Love Sick,SOFKYTG12A6D4F7275,192.91383,3,0.0,-5.295,1,0.134,163.884,4,0.337,2004.0
Glen Campbell,Woodcarver,Walkin' In The Sun,SODMTUR12A8C13C8A4,202.70975,1,1.0,-8.472,1,0.978,152.082,3,0.697,
Martin Denny,Manila,Singing Bamboos,SONZWRE12AB018B938,144.71791,3,0.328,-17.306,1,0.537,125.052,1,0.0,1996.0
Selena,Techno Cumbia,Unforgettable,SOOGMXN12A8C13954F,225.17506,11,0.005,-7.572,1,0.19,90.971,4,0.207,
Rance Allen Group,Put Your Hand In The Hand,Up Above My Head,SOLGTDL12A58A7DC29,252.36853,2,0.799,-12.48,1,0.942,163.381,4,0.134,
Chelsea,Decide,Live And Loud,SOUVJAU12A58A7A14B,301.71383,11,0.607,-9.869,0,0.242,86.727,4,0.667,1979.0
Alex Ubago,Temblando,Siempre en mi mente,SOZTUDR12A8C13FE3F,201.09016,9,0.671,-8.205,1,0.66,96.7,7,0.81,2003.0
Conway Twitty,Sitting In A Dim Café,The Road That I Walk,SOBSEPQ12A6701FD9E,157.12608,9,0.426,-14.626,1,0.414,89.71,1,0.811,
Alicia Keys,Heartburn,Unplugged,SOTTYPP12AB017AC2D,183.43138,1,0.477,-9.74,1,0.354,105.775,4,0.986,2003.0
The Plimsouls,I Want You Back,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,SOQUHYB12AB0186630,147.9571,4,0.342,-7.842,1,0.438,123.452,4,1.0,1981.0
Lily Allen,LDN (Warbox Original Cut Dub),LDN,SOHAHVO12AB017D096,234.1873,5,0.041,-7.794,1,0.262,99.982,4,0.926,2009.0
Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),Thug Passion,SOQHGND12AB018C00F,318.79791,9,0.007,-13.135,1,0.115,125.827,7,0.313,2009.0
My Chemical Romance,Interlude (Album Version),Three Cheers For Sweet Revenge,SOMTYLD12AF72A6883,57.18159,6,0.0,-22.42,0,0.235,132.474,3,1.0,2004.0
Daniel Johnston,Desperate Man Blues,Continued Story / Hi_ How Are You?,SOJBLIX12A8C1373C7,219.76771,9,0.678,-24.308,1,0.443,92.938,1,0.23,1983.0
Eyes Cream,Open Up Your Mind (Guido Osorio Club Mix),Open Up Your Mind,SOUBBVK12A8C1344A6,492.30322,0,0.769,-7.052,0,0.66,129.994,4,0.54,2002.0
Hot Chip,Ready For The Floor (Radio Edit),101 Running Songs,SOMNEPJ12CF5465172,202.10893,11,0.472,-5.087,1,0.301,128.988,4,0.214,2008.0
Melanie And The Secret Army,Held Der Tastatur,Wahre Lügen,SOPXLMX12AB01884D1,255.58159,7,0.362,-2.122,1,0.479,144.319,4,0.386,
ZombieSuckers,The Nightmare Begins,Tales From The Undead,SODHOGM12AB018A4FA,62.95465,1,0.0,-22.904,1,0.0,42.58,4,0.0,2010.0
PitchBlack,Satanic Majesty,Designed To Dislike,SOCOHHK12AC9071950,292.70159,9,0.579,-4.427,1,0.534,208.865,4,0.127,
OutKast,Wailin',ATLiens,SOARSSE12A58A7BA9A,118.9873,1,0.792,-10.817,1,0.638,95.381,4,1.0,1996.0
LL Cool J / Freeway,What You Want,Todd Smith,SOFICXV12A6D4F84D5,264.48934,1,0.367,-4.628,1,0.223,50.51,1,0.0,2006.0
Joe McBride,On The Money,Texas Rhythm Club,SOZRCYC12AB0188FA8,258.35057,7,0.446,-7.028,0,0.515,93.986,4,0.648,
Casual,Precís,Il·luminacions,SOXPJJT12AB01843F5,213.55057,11,0.305,-5.846,1,0.442,156.007,4,0.0,2008.0
Irwin Goodman,Terve menoo jätkänretale,Kolmastoista kerta,SONHGXE12A67ADE77C,200.9073,9,0.305,-5.901,1,0.496,108.199,4,0.675,1977.0
Buckwheat Zydeco,Trouble (Studio),Trouble,SOMHYXD12A8C1354D4,233.50812,10,0.0,-5.588,0,0.243,148.371,4,0.0,
Freddie McGregor,Ask You for a Dance,Strictly Lovers Rock Vol. 3,SOFNVDO12AB018735E,247.64036,0,0.85,-7.065,1,0.608,114.013,5,0.408,
Fania All Stars,Soul makossa,Salsa Legende - Best of Fania All Stars,SOBBWSO12A8C13C787,342.30812,11,0.0,-8.48,0,0.237,92.097,7,0.835,
Casiotone For The Painfully Alone,Bad People,Town Topic EP,SOUFDVM12A8C1441D6,26.80118,1,0.0,-10.039,1,0.0,100.919,4,0.604,2008.0
Ideal,Roter Rolls Royce,Ideal,SOIEMZS12A670216C9,191.73832,10,0.28,-11.761,1,0.258,95.572,4,1.0,
Midnight Fish,Baby Here I Am,Midnight Fish,SOEGXRQ12A8C141170,300.82567,9,0.458,-7.681,1,0.516,96.679,5,0.516,
Tijuana Hercules,When The Moon Comes Up Wild,Tijuana Hercules,SOOYURE12AB0186349,178.49424,11,0.0,-8.487,0,0.024,119.38,3,1.0,
Mariano Yanani,Adagio (Albinoni),Babies Go To Sleep,SOBWZPF12A8C1414CC,216.68526,7,0.721,-16.6,0,0.743,89.933,3,0.555,
King Curtis,The Lone Prairie,Azure,SOHMKHQ12A8C139C40,127.03302,9,0.914,-9.682,1,0.504,136.089,1,0.0,
Albert Ayler,Music Is The Healing Force Of The Universe,Nuits De La Fondation Maeght 1970,SONGCRV12AC468AE46,632.34567,11,0.531,-9.8,0,0.469,71.642,5,0.864,1969.0
Monty Are I,In This Legacy,Wall Of People,SOKZSOY12A81C206D5,245.10649,8,0.452,-4.654,0,0.498,189.917,4,0.297,2006.0
The Jackson Southernaires,When We All Get To Heaven,The Word In Song,SOZQDCY12A58A7D5CD,272.53506,2,0.534,-9.217,1,0.644,113.643,1,0.161,
Anti-Flag,Death Of A Nation,The Terror State,SOFTBIU12A8C130B7E,115.53914,1,0.629,-3.116,1,0.603,189.134,4,0.0,2003.0
Kraftwerk,Titanium (2009 Digital Remaster),Tour De France (2009 Digital Remaster),SOXVRHB12A8C13F14B,201.09016,1,0.888,-10.184,0,0.858,126.132,4,0.968,
Cassie,Long Way 2 Go (Album Version),Long Way 2 Go,SOKDLKT12A6D4F9F46,222.74567,8,0.319,-8.081,1,0.465,52.711,4,0.774,2006.0
Bone Loc,King Bong,TRISKAIDEKAPHOBIA,SORNKYO12A58A76A1C,329.63873,5,0.643,-3.045,0,0.524,141.041,4,1.0,
Commander Cody And His Lost Planet Airmen,Riot In Cell Block #9,Live From Deep In The Heart Of Texas,SOZPJMN12A81C1FA0D,195.65669,4,0.0,-13.839,0,0.234,170.916,1,0.619,1974.0
Bobby Darin,Bullmoose (LP Version),Sing & Swing With Bobby Darin,SOKRTKJ12A58A7B5DD,147.93098,0,0.904,-8.774,1,0.713,181.368,4,0.35,2008.0
David Palmer,Émergences: III. Fragments d'épaves,Canadian Organ Music Showcase,SOBNWKP12AB017D280,486.94812,2,0.0,-24.647,1,0.146,50.751,3,0.922,
Catherine Howe & Vo Fletcher,White Winter Hymnal,Going Home,SOPVSUN12AC4689EB1,242.62485,9,0.53,-10.989,1,0.626,139.913,4,0.0,
Tex Williams,Start Even,Smoke! Smoke! Smoke!,SOPPMRZ12A8C132DAC,191.242,9,0.634,-12.62,1,0.416,110.385,1,0.986,
Hank Locklin,Send Me The Pillow You Dream On,Super Box Of Country - 35 Country Classics From the 50's_ 60's_ 70's And 80's,SOXRVYA12A8C1425A7,143.35955,0,0.0,-10.067,0,0.239,122.798,4,0.0,1960.0
Johnny Osbourne,We Need Love,100% Dynamite,SOZJCYY12A8C13EFC7,216.65914,9,0.0,-11.902,0,0.228,105.261,4,0.841,1979.0
Melt Banana,"How To Say ""Rip Them Off""_ Repeat After Me",Cactuses Come In Flocks,SOPQASR12A8C13FF05,29.33506,2,0.28,-2.124,1,0.186,124.986,1,0.0,
Asleep At The Wheel,I Hate Christmas,Santa Loves to Boogie,SOWOHFX12A8C138B5D,180.50567,9,0.566,-7.828,1,0.638,78.087,1,0.0,2007.0
The Birds,No Good Without You,The Clarion Call,SOCXYGU12A6D4F834D,162.66404,5,0.658,-9.936,0,0.426,139.811,4,0.0,2001.0
Lionel Rogg,Fantasia In C Major BWV 570,Bach: Organ Works Vol.2,SOEWIDM12AB0188F52,171.72853,0,0.755,-32.033,1,0.824,87.735,1,0.0,
Trivium,The Deceived,Ember To Inferno,SOEONAT12A8AE48F90,360.75057,6,0.821,-3.134,0,0.842,105.54,4,0.473,2004.0
Massive Töne,Notausgang (feat. TimXtreme),Mein Job,SOVYHTV12A6D4F8988,239.33342,2,0.815,-4.801,1,0.502,197.992,4,0.0,
The Cardigans,Rise & Shine,Best Of,SOZQDRV12A8C133FB1,211.35628,4,0.586,-4.659,1,0.547,161.994,4,0.391,1994.0
Hank Penny,Peroxide Blond,Penny Opus,SOMLRBT12AB0186071,127.99955,0,0.039,-16.425,1,0.329,112.313,4,1.0,
East To West,As Long As I Know,East To West,SOHDSWD12A58A7AB28,253.59628,0,0.69,-12.813,1,0.492,139.992,4,0.26,
Paquito Guzman,Cuando Seolvida El Amor,Direct Al Corazon,SOKHRWE12A6D4F6BE7,327.67955,11,0.25,-7.337,0,0.406,176.113,4,0.277,
M83,You Appearing,Saturdays = Youth,SODEIVI12A8C13266D,219.24526,7,0.446,-11.451,1,0.569,96.047,7,0.841,2008.0
Polkaholix,Machopolka,The Great Polka Swindle,SORLKWU12A8C137F18,190.56281,9,0.375,-6.196,0,0.397,144.001,4,0.0,2007.0
Glen Washington,Sitting In The Park (Medley),Number One Girl,SOPSELZ12AB0189D0E,226.21995,4,0.274,-6.065,0,0.454,155.036,4,0.213,
Penguin Café Orchestra,Horns Of The Bull,Signs Of Life,SORZYXM12A6D4F7F55,275.12118,2,1.0,-19.453,1,0.717,191.61,1,0.0,1987.0
Marvin Hamlisch,Ride To Atlantis,The Spy Who Loved Me (Soundtrack),SOBTTGX12AB017EEE8,209.34485,6,0.499,-16.43,1,0.462,92.87,4,0.579,1977.0
Bad Religion,The Lie,Process Of Belief,SOADJND12A8C13BAE1,138.84036,9,0.495,-3.677,0,0.47,140.202,4,0.502,2002.0
Jessica Simpson,Take My Breath Away,In This Skin (Standard Package),SOGBQDZ12A8C135533,196.12689,7,0.537,-6.224,1,0.608,99.909,4,0.0,2004.0
Jim Breuer,Party In The Stomach (LP Version),Smoke 'N' Breu,SODYWNH12A6D4F7B58,478.92853,0,0.268,-9.639,0,0.247,83.61,5,0.422,2002.0
Vilma Palma,Lluvia De Acido,Grandes Exitos Vol. 2,SOMSQTD12A8C136ADC,202.78812,2,0.064,-5.885,1,0.378,97.497,4,1.0,
Pursuit Of Happiness,She's So Young,Love Junk,SOQGWOP12AB0181DB9,216.39791,7,0.257,-10.81,1,0.4,133.319,4,0.818,1988.0
Jacques Dutronc,L'Homme De Paille,Intégrale Les Cactus,SOKHBNW12A8AE48A58,142.91546,7,0.592,-10.592,1,0.438,130.196,1,0.412,1989.0
Antimatter,Expire,Lights Out,SOAGYDL12AB0183518,479.45098,6,0.007,-10.258,1,0.0,86.155,4,0.91,
Becoming The Archetype,End Of The Age,Dichotomy,SOBREKP12AB017DD9B,389.95546,2,0.391,-4.757,0,0.449,85.061,4,0.616,2008.0
Storyville,Talk To Me,Dog Years,SOIGXSS12AB018850D,343.58812,2,0.532,-10.088,1,0.642,91.976,4,0.712,1998.0
ISRAEL & NEW BREED,Not Forgotten,Alive In South Africa,SOGQVBK12A8C13D09F,199.57506,4,0.348,-4.877,1,0.308,96.782,4,1.0,
Karan Casey,Sliabh Geal gCua,Ceol Tacsi,SOATIOJ12A8C14469B,189.88363,3,0.09,-20.067,1,0.542,102.745,5,0.778,
Jeckyll & Hyde,Time Flies,The Album,SOXDCGA12A8C141720,220.55138,7,0.056,-5.521,1,0.345,140.032,4,0.924,2007.0
Dionne Warwick,Don't Let My Teardrops Bother You (Album Version),Just Being Myself,SONFKHD12A6D4F8ED6,243.85261,2,0.007,-12.772,1,0.213,130.637,4,0.446,
Bad Brains,At The Movies (Live),Youth Are Getting Restless,SOCYGKJ12A6D4F719F,170.44853,9,0.663,-8.869,1,0.4,201.933,5,0.368,
Zeromancer,Send Me An Angel,Eurotrash,SOVXUBX12A58A782FD,236.53832,10,0.632,-5.832,0,0.35,130.0,4,0.501,2001.0
The Smashing Pumpkins,Rotten Apples,Rarities & B-Sides,SOZQHDM12A67020FA7,184.39791,6,0.0,-16.358,1,0.325,88.794,4,0.946,1995.0
Redman,Muh- F***a,Malpractice,SOATEEN12A67020394,199.81016,11,0.097,-3.58,0,0.351,92.8,4,1.0,2001.0
Miossec,Regarde Un Peu La France,Boire,SOCYVBL12A6D4FD36C,162.32444,5,0.739,-12.892,1,0.636,166.081,4,0.509,1995.0
Don Gibson,Blue Blue Day,The Road More Traveled ,SOQVLOK12AB017E8BC,109.71383,4,0.851,-12.808,1,0.659,108.974,1,0.0,1987.0
Miriam Yeung,Yi Xing,Unlimited,SOUDGKB12A8C13EDA8,257.4624,0,0.344,-7.088,1,0.473,107.961,3,1.0,
Jan Wayne,Groovin',Gonna Move Ya!,SOVVINA12A6D4FA730,230.76526,0,0.669,-5.418,1,0.526,140.045,4,0.441,2003.0
Beherit,Witchcraft,The Oath of Black Blood,SOMWELJ12AB0184C6D,192.13016,1,0.58,-3.798,0,0.436,133.954,3,0.426,1990.0
The Unborn Chikken Voices,Again And Again,Pay To Play,SOLWVEA12A8C143C45,217.91302,2,0.69,-5.746,1,0.521,85.039,4,1.0,
Kathy Troccoli,How Deep The Father's Love For Us,Draw Me Close,SOTEWEI12AB017FC0C,195.02975,10,1.0,-15.993,1,0.874,105.675,3,0.496,
Jimmy Riley,Prophecy,Roots Techniques,SOBUFKH12A8C13BE9F,205.50485,10,0.0,-5.317,0,0.0,84.63,3,0.245,
Les Bantous De La Capitale,Masuwa,Bakolo Mboka,SOHWGUM12AB0186B87,341.05424,10,0.567,-7.958,1,0.429,144.142,7,0.66,
Pascal Obispo,Tombé Pour Elle (L'Île Aux Oiseaux),Live 98,SORGJJW12A8C134D65,369.26649,10,0.0,-6.005,1,0.275,89.79,4,0.434,
Alicia Keys,If I Was Your Woman,Unplugged,SOXQVZC12A8C13C5D9,244.45342,6,0.649,-12.518,1,0.35,74.078,7,1.0,2005.0
Pumpkin Buzzard,The Sector of Foliage,Knowledge Zombie,SOOZYMQ12AB018E589,271.49016,11,0.418,-5.878,0,0.354,104.19,1,0.039,
Bézu,Frou-frou,Bézu au bal musette,SOEBGQK12AB01879F4,177.26649,1,0.583,-8.783,1,0.525,185.092,3,1.0,
Jim Kweskin,Eight More Miles To Louisville,Vanguard Visionaries,SOZAQVA12AB0183627,178.57261,1,0.177,-10.111,0,0.322,192.89,1,0.0,
Rooney,Jump In My Bed,Calling The World,SOQSIIB12A6D4FBEFA,199.28771,7,0.785,-2.3,1,0.589,123.026,4,0.119,2007.0
Los Auténticos Decadentes,Pastas Y Vino,Vinyl Replica: El Milagro Argentino,SODMNJR12AB0183BC5,172.09424,9,0.557,-8.693,1,0.381,117.683,5,0.288,1989.0
Mariah Carey,Clown,Charmbracelet,SOZTULX12A6701E7EF,196.93669,7,0.045,-10.187,1,0.291,120.083,7,1.0,2002.0
Kane,All I Can Do,All I Can Do,SOXAATM12A58A7ABA8,220.76036,3,0.116,-10.262,1,0.341,89.975,3,1.0,2005.0
Amorphis,Privilege of Evil (From the Privilege of Evil EP),Karelian Isthmus,SOTIDVB12A58A7E5C7,228.85832,2,0.126,-4.979,1,0.264,102.164,3,0.692,
The Plimsouls,Women,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,SOZXHBQ12AB0186626,192.13016,4,0.623,-7.167,1,0.498,162.907,4,0.118,1981.0
Sugar Minott,Jah Jah Children,Strictly Vocals 2,SOEGYJV12A8AE47396,185.99138,7,0.759,-9.11,1,0.624,167.947,4,0.492,1977.0
Alexisonfire,Mailbox Arson,Crisis,SOZGQLE12AB018672C,212.11383,8,0.308,-4.829,1,0.479,89.89,3,0.575,2005.0
Bob Margolin,Lost Again,Hold Me To It,SOMMFDF12A58A7DB85,204.09424,10,0.223,-8.091,1,0.288,108.496,1,0.0,
Aswad,Your Recipe,The Complete BBC Sessions,SOGYGFM12A58A77D96,242.07628,5,0.574,-7.097,0,0.584,146.313,4,0.036,
Jonny Lang,One Person At A Time,Turn Around,SOLASJA12AB01896B8,182.80444,7,0.729,-6.825,1,0.454,111.266,4,0.766,2006.0
Extrabreit,Break That Ice,Flieger_ Grüss Mir Die Sonne,SOFZBJR12A8C13C45D,283.14077,0,0.601,-8.807,1,0.401,145.093,4,0.0,
Ben Harper And The Blind Boys Of Alabama,Take My Hand,There Will Be A Light,SOZOKIL12A6701EE9B,234.65751,6,0.458,-9.768,0,0.243,164.637,4,1.0,2004.0
Erkki Junkkarinen,Siks oon mä suruinen,20 Suosikkia  / Siks' oon mä suruinen,SOYUJBX12A81C23080,195.65669,0,0.403,-12.742,0,0.498,121.649,4,0.184,
Line Renaud,Vous Qui Passez Sans Me Voir,Collection Disques Pathé,SOHHDMY12A8C136E9A,179.93098,2,0.518,-14.729,1,0.41,80.053,3,0.579,
Lionel Rogg,Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (Remasterisé En 2010),Buxtehude: Organ Works,SOUHAOJ12AB0187C31,70.03383,9,0.482,-19.452,0,0.489,95.426,7,0.625,
Sabda Brahma,Highest State of Consciousness,Sri Matsya,SOFVRHN12A8C134119,254.64118,0,0.434,-5.75,1,0.402,157.972,4,0.657,
Deitrick Haddon,Don't Take Your Spirit Away,Revealed,SOLMEXI12A8C140CF9,234.47465,0,0.476,-6.814,1,0.509,131.065,4,1.0,2008.0
Jennifer Lopez,We Gotta Talk,J.Lo,SOCYTLD12CF546325E,247.77098,5,0.448,-3.756,1,0.431,132.731,4,0.58,2001.0
Dyango,Todo Tiene Su Fin,30 Grandes Exitos,SOEHBWL12A6D4F95D1,197.642,3,0.645,-7.183,1,0.747,99.946,1,0.596,
Zeca Baleiro,Proibida Pra Mim (Grazon),Líricas,SOAWVZG12A8C1443A5,195.00363,7,0.556,-11.41,1,0.473,66.49,4,0.734,2000.0
Yahir,Amigo (Con el Coro de Infantes de la Basilica de Guadalupe),No te apartes de mi,SOSNABG12A6D4F7521,253.28281,2,0.468,-6.504,0,0.635,95.993,5,0.918,
Shapeshifters,Chime,Global Gathering 2008,SOLIGUP12AC9073063,467.43465,11,0.785,-7.19,0,0.631,131.996,4,0.0,2008.0
Cristina Pato - Mutenrohi,Bag á l'ame,Misturados,SOIZNGJ12AC4689C61,331.88526,11,0.705,-5.99,0,0.585,128.785,4,0.0,
Mikey Dread,Livin in the Jungle,Obsession,SOEVOMG12AC4688558,152.00608,6,0.442,-12.449,1,0.33,159.659,4,0.153,
Capital Tax,Givin' It Back,The Swoll Package,SORYPZH12AB0186EDE,262.79138,10,0.324,-11.649,0,0.494,105.995,4,1.0,
Francis Dhomont,Chiaroscuro,Cycle de l'erance,SOMYRRN12A3F1EA18C,540.49914,1,0.45,-18.464,1,0.477,154.045,3,0.494,
